"Store","Department","Recipe Name","Old Price","New Price","Selling","New GP"
"Vredendal Superspar","Hot Foods","COMBO WHOLE CHICKEN ",118.125,122.89725,170.0,16.863625000000006,
"Vredendal Superspar","Hot Foods","COMBO HEELHOENDER & CHIPS",76.56794047858942,77.77281547858942,130.0,31.200970922786286,
"Vredendal Superspar","Hot Foods","CHIPS SMART CHEF",50.5966554954955,49.26480540540541,94.99,40.35737844381912,
"Vredendal Superspar","Hot Foods","ROOSTER KOEKIES MET KAAS",17.586385464231356,17.60329817351598,39.99,49.37786221669574,
"Vredendal Superspar","Hot Foods","HAMBURGER SPECIAL CHICKEN ",10.696219999999999,8.863086,19.99,49.01176138069035,
"Vredendal Superspar","Hot Foods","COMBO CHIKKA BURGER,DRUMSTICK,WING & CHIPS",33.44686921571369,31.577072535713697,59.99,39.467188838021755,
"Vredendal Superspar","Hot Foods","COMBO CHIKKA PARTY PACK ",76.81012956941701,69.33094284941701,120.0,33.55784643597537,
"Vredendal Superspar","Hot Foods","COMBO SPEC CHICKEN BURGER & CHIPS",14.174982495717883,12.305185815717882,25.0,43.396145247697746,
"Vredendal Superspar","Hot Foods","COMBO CHEEKY BURGER & CHIPS",14.174982495717883,12.305185815717882,25.0,43.396145247697746,
"Vredendal Superspar","Hot Foods","COMBO DOUBLE STACK CHIKKA BURGER & CHIPS",14.174982495717883,12.305185815717882,35.0,59.56867517692695,
"Vredendal Superspar","Hot Foods","COMBO C/BURGER,C/DRUMSTICK,HOTWINGS & CHIPS",27.44055218486813,25.570755504868128,49.9,41.06940114108548,
"Vredendal Superspar","Hot Foods","TOEBROODJIE BACON  & EIER",9.579913723325975,7.792813997792495,19.99,55.1689039646755,
"Vredendal Superspar","Hot Foods","TOEBROODJIE BACON EIER & KAAS",12.20956816777042,10.586792331125828,24.99,51.28126778393477,
"Vredendal Superspar","Hot Foods","TOEBROODJIE KOUEVLEIS (GAMMON)",7.728967696016772,6.000759649937107,20.99,67.12304146056373,
"Vredendal Superspar","Hot Foods","TOAST SPEK & EIER",12.170283002207507,10.434990662251657,21.99,45.42865274402271,
"Vredendal Superspar","Hot Foods","WRAP BREAKFAST ",24.05269444444444,22.304324133333335,42.99,40.33502499806157,
"Vredendal Superspar","Hot Foods","SUB HAM & KAAS ",14.741588333333334,11.639908500000002,27.99,52.1761530010718,
"Vredendal Superspar","Hot Foods","VETKOEK KONFYT & KAAS",20.672866240446798,20.649151565255732,59.99,60.41586214361712,
"Vredendal Superspar","Hot Foods","PLATTER ",274.5303202721631,274.52028185015473,450.0,29.844816860516023,
"Vredendal Superspar","Hot Foods","SOUS WRAP ",36.009,36.72918,0.0,0,
"Vredendal Superspar","Hot Foods","WRAP BREAKFAST ",22.304324133333335,22.348399149333336,42.99,40.21712253609367,
"Vredendal Superspar","Hot Foods","WRAP CHICKEN MAYO",12.89789710633423,12.91993461433423,29.99,50.457069668274876,
"Vredendal Superspar","Hot Foods","WRAP SWEET CHILLI CHICKEN ",12.72501407683616,13.001551866372884,26.99,44.60250223664759,
"Vredendal Superspar","Hot Foods","COMBO CHIC WRAP & CHIPS",16.244352454090766,16.526420999418228,46.9,59.47679285856938,
"Vredendal Superspar","Hot Foods","COMBO 2XCHIC WRAPS",26.132781487005655,26.523165807400684,45.0,32.218576269976026,
"Vredendal Superspar","Hot Foods","CIABATTA BACON & KAAS",14.58700039977156,14.236854407766991,24.99,34.484263429643704,
"Vredendal Superspar","Hot Foods","CIABATTA HAM & KAAS ",14.43111039977156,14.425860407766992,23.99,30.84727190941209,
"Vredendal Superspar","Hot Foods","BUN BACON & CHEESE",10.276698333333334,9.8696815,21.99,48.38502171441564,
"Vredendal Superspar","Hot Foods","BUN CHEESY RUSSIAN ",10.203819841269842,9.76601023809524,21.99,48.92718611273522,
"Vredendal Superspar","Hot Foods","HAMBURGER  CHICKEN PINE",20.638355531045754,19.26672104166667,35.99,38.436429013846436,
"Vredendal Superspar","Hot Foods","BRAAI WORS ",141.66666666666666,144.5,0.0,0,
"Vredendal Superspar","Hot Foods","PLATTER ",274.52028185015473,276.13868185015474,450.0,29.431225749404906,
"Vredendal Superspar","Hot Foods","PIZZA SLICE MEATY",16.934948798281415,16.98793213161475,34.99,44.166556297922384,
"Vredendal Superspar","Hot Foods","WORSBROODJIES",18.56721430009183,13.700110586093668,29.99,47.46539788593625,
"Vredendal Superspar","Hot Foods","COMBO PORK CHOP,WORS & SLAAI",42.05469095195047,41.843018970989476,70.0,31.257897404803014,
"Vredendal Superspar","Hot Foods","WORS ROLLETJIE",9.8414,9.859745,13.99,18.951345604002867,
"Vredendal Superspar","Hot Foods","COMBO CHOP, WORS & SLAAI",56.72199236398947,56.906952363989475,80.0,18.19625597676514,
"Vredendal Superspar","Hot Foods","PLATTER SPRINGBOK",286.26955921617434,288.43705921617436,460.0,27.890735195956417,
"Vredendal Superspar","Hot Foods","COMBO CHOP,SLAAI & ROOSTER BROOD",28.82842234748608,29.01338234748608,50.0,33.26922060078202,
"Vredendal Superspar","Hot Foods","ROLL  BOEREWORS ",19.857177055611942,18.730202596724183,25.0,13.841068055068758,
"Vredendal Superspar","Hot Foods","SLAAI AARTAPPEL",21.498162901262738,18.014386159287994,79.99,74.10108253133993,
"Vredendal Superspar","Hot Foods","SLAAI BULK SALAD",26.42499092258297,22.179095537229287,79.99,68.113564360778,
"Vredendal Superspar","Hot Foods","COMBO CHOP & SLAAI",77.27455231734316,76.9692684521256,149.99,40.9862932729219,
"Vredendal Superspar","Hot Foods","BACO,FILLET,VEG & SALAD",22.362959331542523,18.830493296107708,44.99,51.8669320059483,
"Vredendal Superspar","Hot Foods","BACON,FILLET ,VRG & SALAD",31.483877201950534,26.472668019991474,64.99,53.15653450840099,
"Vredendal Superspar","Hot Foods","COMBO HENLEG,LAM RIB & SALAD ",203.14493414601472,202.29186876742077,164.99,-40.99984791959139,
"Vredendal Superspar","Hot Foods","COMBO PORK CHOP,WORS & SLAAI",41.843018970989476,41.310001129467345,70.0,32.13356957301794,
"Vredendal Superspar","Hot Foods","COMBO MEATBALL,CHICK & SALAD",28.049627973449006,27.4988428705428,64.99,51.34071503135218,
"Vredendal Superspar","Hot Foods","COMBO CHOP, WORS & SLAAI",56.906952363989475,56.37393452246734,80.0,18.962469123953216,
"Vredendal Superspar","Hot Foods","COMBO CHOP,SLAAI & ROOSTER BROOD",29.01338234748608,28.444829983195802,50.0,34.576891038649656,
"Vredendal Superspar","Hot Foods","SLAAI DRIE BONE",47.188858115919714,44.3000872782381,79.99,36.31066337045403,
"Vredendal Superspar","Hot Foods","COMBO BACON&CHEESE ROLL,HENLEG & SALAD",211.52526587878748,211.05562033847497,139.99,-73.37950095667274,
"Vredendal Superspar","Hot Foods","SLAAI KORING",38.52489866946778,34.03005464285714,79.99,51.075680911006735,
"Vredendal Superspar","Hot Foods","SLAAI KOOL & WORTEL",19.64473900089206,13.7850133809099,79.99,80.1815659606871,
"Vredendal Superspar","Hot Foods","SLAAI BULK SALAD",22.179095537229287,20.311307995859977,79.99,70.79884461152773,
"Vredendal Superspar","Hot Foods","COMBO CHOP & SLAAI",76.9692684521256,76.15510465204154,149.99,41.610527135243835,
"Vredendal Superspar","Hot Foods","BACO,FILLET,VEG & SALAD",18.830493296107708,18.414523144973057,44.99,52.93020311909533,
"Vredendal Superspar","Hot Foods","BACON,FILLET ,VRG & SALAD",26.472668019991474,25.851425642101248,64.99,54.255824760091656,
"Vredendal Superspar","Hot Foods","COMBO MEATBALL,CHICK & SALAD",27.4988428705428,26.751727853995074,64.99,52.6627372948233,
"Vredendal Superspar","Hot Foods","SLAAI KERRIE NOEDEL",26.40411888951815,22.19164926730851,79.99,68.09551611775873,
"Vredendal Superspar","Hot Foods","COMBO PORK CHOP,WORS & SLAAI",41.310001129467345,40.66549327726926,70.0,33.19240390162908,
"Vredendal Superspar","Hot Foods","COMBO CHOP, WORS & SLAAI",56.37393452246734,55.72942667026927,80.0,19.888949161487936,
"Vredendal Superspar","Hot Foods","SLAAI WORTEL",28.17949958144986,24.829349573078858,79.99,64.30334790718753,
"Vredendal Superspar","Hot Foods","SLAAI WORTEL & NOEDEL ",24.763001621701314,21.42571365413534,79.99,69.19668620795645,
"Vredendal Superspar","Hot Foods","SLAAI HAM & KAAS ",28.319473803191496,25.053315279255326,79.99,63.981356955689925,
"Vredendal Superspar","Hot Foods","SLAAI BULK SALAD",20.311307995859977,19.270219966355327,79.99,72.29559574783269,
"Vredendal Superspar","Hot Foods","COMBO CHOP & SLAAI",76.15510465204154,75.70129704943695,149.99,41.95846949339791,
"Vredendal Superspar","Hot Foods","BACO,FILLET,VEG & SALAD",18.414523144973057,18.18266511220128,44.99,53.52286090457553,
"Vredendal Superspar","Hot Foods","BACON,FILLET ,VRG & SALAD",25.851425642101248,25.505150710548612,64.99,54.86855929045868,
"Vredendal Superspar","Hot Foods","SLAAI ROOI NOEDEL ",24.085252373365705,22.98677342083302,79.99,66.95238225533446,
"Vredendal Superspar","Hot Foods","RECIPE MASALA STEAK",198.50702453653219,202.47716502726283,0.0,0,
"Vredendal Superspar","Hot Foods","GATSBY MASALA STEAK ",75.69897539774618,76.95433382091522,95.0,6.844753795734211,
"Vredendal Superspar","Hot Foods","PANINI STEAK & CHEESE",34.171707497513765,33.524467911507664,49.99,22.878299463425062,
"Vredendal Superspar","Hot Foods","ROLL STEAK & CHEESE",21.64851838422392,20.12347958294657,28.99,20.172468022116067,
"Vredendal Superspar","Hot Foods","STEW BEEF  GOULASH",94.54694825091575,94.95475281593406,149.99,27.196502607957758,
"Vredendal Superspar","Hot Foods","BEEF GOULASH PIE",103.48853603728313,105.55830675802879,164.99,26.42459981105941,
"Vredendal Superspar","Hot Foods","GOULASH PIE",102.55679871282317,104.48694038063557,159.99,24.89531755876562,
"Vredendal Superspar","Hot Foods","BEEF GOULASH & ALFREDO PASTA",15.109326261443336,15.719743042405646,89.99,79.91142960465997,
"Vredendal Superspar","Hot Foods","TOAST BACON,EGG & CHEESE (SPAR BROOD)",9.882146111111112,9.604560833333334,21.99,49.77150996665151,
"Vredendal Superspar","Hot Foods","ONTBYT SPECIAL",16.61175335249042,16.1294416362069,31.99,42.016699338424715,
"Vredendal Superspar","Hot Foods","HENLEGS",65.8508493681496,66.58727895551259,129.99,41.09133718067584,
"Vredendal Superspar","Hot Foods","COMBO HENLEG & CHIPS",21.6424461214261,21.811456711725906,39.9,37.13489920179251,
"Vredendal Superspar","Hot Foods","COMBO HENLEG,LAM RIB & SALAD ",202.29186876742077,203.96110916544353,164.99,-42.16332840793988,
"Vredendal Superspar","Hot Foods","COMBO BACON&CHEESE ROLL,HENLEG & SALAD",211.05562033847497,213.15970487379784,139.99,-75.1079795734463,
"Vredendal Superspar","Hot Foods","COMBO HENLEG,PAP EN SOUS",18.96539410783366,19.041503580290136,35.0,37.43505966476099,
"Vredendal Superspar","Hot Foods","PP SMOKED CHICKEN SALAD",65.31040952380953,61.23026,109.99,35.98072642967543,
"Vredendal Superspar","Hot Foods","CUPS HAM CHEESE CUCUMER ",10.230319999999999,8.189702400000002,21.99,57.17072414733969,
"Vredendal Superspar","Hot Foods","TAMATIE SMOOR",36.058874445572194,33.487400134483636,64.99,40.743944984372696,
"Vredendal Superspar","Hot Foods","WORSBROODJIES",13.700110586093668,13.486531276884111,29.99,48.28439156913395,
"Vredendal Superspar","Hot Foods","ROLL  BOEREWORS ",18.730202596724183,18.599057406858666,25.0,14.444335928450139,
"Vredendal Superspar","Hot Foods","SWEET CHILLI UIE SMOOR",29.076011904761902,29.65753214285714,0.0,0,
"Vredendal Superspar","Hot Foods","TOAST SWEET CHILLI BURGER",10.402845113095239,10.42953689202381,20.0,40.0301628708631,
"Vredendal Superspar","Hot Foods","LEWERKOEKIES",25.863238722987848,25.832923297447604,59.99,50.47864345380106,
"Vredendal Superspar","Hot Foods","STEW CHICKEN BUTTER ",63.88149339181287,58.73570385964913,129.99,48.037495623819915,
"Vredendal Superspar","Hot Foods","PULL PORK",70.37034171556299,71.77774854987425,0.0,0,
"Vredendal Superspar","Hot Foods","PIZZA PULL PORK ",48.95608599220066,49.24319698640016,99.99,43.36465993163298,
"Vredendal Superspar","Hot Foods","RECIPE BOBOTIE",62.35532236616456,63.60242881348785,0.0,0,
"Vredendal Superspar","Hot Foods","BOBOTIE ",62.01459294421406,61.54573523530066,104.99,32.58634582284431,
"Vredendal Superspar","Hot Foods","SOUP MUSHROOM",7.517846778711485,5.539830914285715,15.99,60.15756378093451,
"Vredendal Superspar","Hot Foods","SOUP ERTJIE (PORK)",6.0404136580086565,3.91328133116883,11.99,62.466442611808546,
"Vredendal Superspar","Hot Foods","STEAK PASTA",76.2724007152268,77.79784872953132,104.99,14.784716602570697,
"Vredendal Superspar","Hot Foods","PASTA STEAK",63.293091655729654,63.59461963863996,99.99,26.858873302894338,
"Vredendal Superspar","Hot Foods","PASTA VAN DIE DAG",29.04817049408805,27.63561190396981,54.99,42.20593982621335,
"Vredendal Superspar","Hot Foods","RECIPE PASTA VAN DIE DAG",20.632544706162264,21.04519560028551,0.0,0,
"Vredendal Superspar","Hot Foods","PASTA VAN DIE DAG",27.63561190396981,28.004017953865397,54.99,41.435496186679025,
"Vredendal Superspar","Hot Foods","RECIPE CHICKEN PIE ",65.21056943304869,66.51478082170966,130.0,41.1600015807953,
"Vredendal Superspar","Hot Foods","CHICKEN & MUSHROOM PIE",54.43289875705751,54.41065663453204,109.99,43.11095996935009,
"Vredendal Superspar","Hot Foods","PENSIOENARIS ETE",34.52957537161882,34.52276928212603,60.0,33.83135887592512,
"Vredendal Superspar","Hot Foods","RECIPE LAMS NEKKE",161.29626285714286,164.5221881142857,0.0,0,
"Vredendal Superspar","Hot Foods","LAM NEK",117.57983206235014,120.86385151631656,192.99,27.978947487556848,
"Vredendal Superspar","Hot Foods","STEW LAMB KOOL",73.45783090116832,70.0192915191917,119.99,32.89258667633099,
"Vredendal Superspar","Hot Foods","RYS",8.556773625091173,6.414712297592997,29.99,75.40207021596551,
"Vredendal Superspar","Hot Foods","STEW CHICKEN BREYANI ",44.14270152369691,40.12418395779304,79.99,42.31427484502813,
"Vredendal Superspar","Hot Foods","RYS GEGEURDE ",20.977814540853544,16.073102670834633,39.99,53.778274389947924,
"Vredendal Superspar","Hot Foods","MEAL OF THE DAY WITH LAMB/BEEF",32.18490240684809,31.673635209200825,59.99,39.282079528953254,
"Vredendal Superspar","Hot Foods","VISGEREG",47.572776826353895,47.05716560415964,79.99,32.34686780249582,
"Vredendal Superspar","Hot Foods","COMBO KERRIE AFVAL & RYS",22.25726997623064,21.929534593123417,60.0,57.96839202984678,
"Vredendal Superspar","Hot Foods","PENSIOENARIS ETE",34.52276928212603,33.976543643613994,60.0,34.87829134973985,
"Vredendal Superspar","Hot Foods","SAMP",9.795485974534769,5.9791440940254645,29.99,77.07230507459391,
"Vredendal Superspar","Hot Foods","STEW LAMB MIELIES & BOONTJIES",50.684135984792974,49.09003371441858,89.99,37.266875462183165,
"Vredendal Superspar","Hot Foods","MEAL OF THE DAY WITH PORK ",21.76505432873288,20.986520585108984,49.99,51.72134692363407,
"Vredendal Superspar","Hot Foods","HALWE HOENDER",48.97360165680474,48.24281928994084,99.99,44.51520933750179,
"Vredendal Superspar","Hot Foods","COMBO HALWE HOENDER & CHIPS",21.315786003658253,21.095148191454705,40.0,39.35144894956773,
"Vredendal Superspar","Hot Foods","GROENTE POTATO,BACON,BROCOLLI CHEESE CAKES",35.66979856879769,34.400899340173645,69.99,43.476161964281054,
"Vredendal Superspar","Hot Foods","SLAAI SELDERY",32.0035695607763,28.811092951991828,79.99,58.578876241041876,
"Vredendal Superspar","Hot Foods","STEW CHICKEN STRIFRY",48.50764331273176,47.6542129789864,89.99,39.10173916453566,
"Vredendal Superspar","Hot Foods","BEESVLEIS PASTEITJIES",76.3222764847512,77.06944201444622,124.99,29.090440581956035,
"Vredendal Superspar","Hot Foods","KERRIE LAMTJOPS",78.9506382742317,79.46514843971633,149.99,39.07265770673126,
"Vredendal Superspar","Hot Foods","LAM RIB BBQ",134.96327942144228,135.69821200987113,239.99,34.975230713216476,
"Vredendal Superspar","Hot Foods","COMBO HENLEG,LAM RIB & SALAD ",203.96110916544353,204.22764471751373,164.99,-42.34910687019864,
"Vredendal Superspar","Hot Foods","CHIKKA STICKY WINGS PERI-PERI",74.35410357984995,75.00334405144694,180.0,52.08119685602001,
"Vredendal Superspar","Hot Foods","PLATTER JOL",286.0139987873711,286.51066774814285,520.0,36.63706386339149,
"Vredendal Superspar","Hot Foods","FISH BAKE HAKE WITH CHEESE",137.29958040343914,138.31196981150794,219.99,27.6972747473821,
"Vredendal Superspar","Hot Foods","RECIPE CHICKEN MAYO (TRAMAZZINI)",58.93167156862746,60.110305000000004,0.0,0,
"Vredendal Superspar","Hot Foods","STEW CHICKEN A LA KING ",81.5994435920047,78.71898646384479,149.99,39.64475336127642,
"Vredendal Superspar","Hot Foods","CHIKKA HOTWINGS",85.75870480519481,86.9262987012987,165.0,39.41500393545848,
"Vredendal Superspar","Hot Foods","COMBO CHIKKA PARTY PACK ",69.33094284941701,69.5095847155209,120.0,33.38664798095915,
"Vredendal Superspar","Hot Foods","COMBO C/BURGER,C/DRUMSTICK,HOTWINGS & CHIPS",25.570755504868128,25.661267383694106,49.9,40.86080663076508,
"Vredendal Superspar","Hot Foods","COMBO 6HOTWINGS & CHIPS",21.63435266499061,21.884451277536066,49.99,49.65569320030711,
"Vredendal Superspar","Hot Foods","COMBO 4 HOTWINGS & CHIPS",15.861076657504896,16.032572848964637,29.99,38.52131118269646,
"Vredendal Superspar","Hot Foods","COMBO 8HOTWINGS & CHIPS",28.83551531126694,29.139206483643562,45.0,25.533138986244232,
"Vredendal Superspar","Hot Foods","COMBO 5XHOTWINGS & CHIPS",22.858986969608793,23.125758822990612,35.99,26.10552196043568,
"Vredendal Superspar","Hot Foods","KERRIE MINCE ",67.01964760773967,61.88498875989445,114.99,38.10962946875501,
"Vredendal Superspar","Hot Foods","KERRIE MINCE ROTI",13.412858094107301,10.833758853509236,23.99,48.06659991023084,
"Vredendal Superspar","Hot Foods","VETKOEK KERRIE MINCE",50.44050053807909,48.40283959251952,89.99,38.14505441560457,
"Vredendal Superspar","Hot Foods","COMBO MINI VETKOEK",16.30634346141223,16.070662620296137,29.99,38.37525170610017,
"Vredendal Superspar","Hot Foods","PLATTER SPRINGBOK",288.43705921617436,287.38958881121397,460.0,28.15260279719652,
"Vredendal Superspar","Hot Foods","CHEESY RUSSIANS ",9.262205555555555,9.045841666666666,16.99,38.77152491661762,
"Vredendal Superspar","Hot Foods","CHEESY RUSSIAN CHILLI",46.144816666666664,46.7296,79.99,32.81780222527816,
"Vredendal Superspar","Hot Foods","CHIKKA WINGS",77.15226697950378,78.11472491909386,165.0,45.55640384426792,
"Vredendal Superspar","Hot Foods","COMBO CHIKKA BURGER,DRUMSTICK,WING & CHIPS",31.577072535713697,31.66738958876483,59.99,39.294052296916895,
"Vredendal Superspar","Hot Foods","COMBO CHIKKA 2 PIECE & CHIPS",20.028883792189255,20.13294474461774,39.9,41.972715648344874,
"Vredendal Superspar","Hot Foods","COMBO CHIKKA 10 PIECE & CHIPS",76.61936317600814,76.81570459568451,180.0,50.923299841646006,
"Vredendal Superspar","Hot Foods","COMBO CHIKKA 10 PIECE CHIPS & DRINKS ",85.30976317600813,85.5061045956845,159.99,38.53864598722597,
"Vredendal Superspar","Hot Foods","CHIKKA THIGHS",75.5348844315382,76.46499472016896,165.0,46.706215801094366,
"Vredendal Superspar","Hot Foods","COMBO CHIKKA 10 PIECE & CHIPS",76.81570459568451,77.23124066823318,180.0,50.65781846196214,
"Vredendal Superspar","Hot Foods","COMBO CHIKKA 10 PIECE CHIPS & DRINKS ",85.5061045956845,85.92164066823318,159.99,38.23996076725537,
"Vredendal Superspar","Hot Foods","COMBO THIGH & CHIPS",16.362587056146605,16.523868180195183,28.9,34.24758336600532,
"Vredendal Superspar","Hot Foods","CHIKKA STRIPS ",83.884300960452,85.01440677966103,180.0,45.68524011299434,
"Vredendal Superspar","Hot Foods","WRAP SWEET CHILLI CHICKEN ",13.001551866372884,13.09376850122034,26.99,44.20958215485961,
"Vredendal Superspar","Hot Foods","COMBO CHIC WRAP & CHIPS",16.526420999418228,16.62048196696263,46.9,59.24615295947331,
"Vredendal Superspar","Hot Foods","COMBO 2XCHIC WRAPS",26.523165807400684,26.711287742489496,45.0,31.737820213637953,
"Vredendal Superspar","Hot Foods","COMBO CHIKKA 4 STTRIPS  & CHIPS",16.441384090585682,16.61890111266704,37.99,49.69271840071837,
"Vredendal Superspar","Hot Foods","COMBO CHIKKA 3 STRIPS,SAUCE & CHIPS",16.25285633723653,16.3934867053789,32.0,41.08590715254458,
"Vredendal Superspar","Hot Foods","COMBO CHIKKA PARTY PACK ",69.5095847155209,69.69171256934463,120.0,33.2121087877114,
"Vredendal Superspar","Hot Foods","COMBO SAMOOSA,STRIPS & CHIPS",17.225273184294153,17.305962739785684,34.99,43.121299940687244,
"Vredendal Superspar","Hot Foods","COMBO 4XSTRIPS & CHIPS",15.414640246829748,15.578324773683985,30.0,40.28308836754473,
"Vredendal Superspar","Hot Foods","PLATTER JOL",286.51066774814285,287.08702171593944,520.0,36.50960096666724,
"Vredendal Superspar","Hot Foods","CHIKKA DRUMSTICK",73.72498766323025,74.65190721649485,165.0,47.96988284910965,
"Vredendal Superspar","Hot Foods","COMBO CHIKKA BURGER,DRUMSTICK,WING & CHIPS",31.66738958876483,31.81866285985761,59.99,39.00406352919445,
"Vredendal Superspar","Hot Foods","COMBO CHIKKA 2 PIECE & CHIPS",20.13294474461774,20.238836034382686,39.9,41.66751518912259,
"Vredendal Superspar","Hot Foods","COMBO CHIKKA 10 PIECE & CHIPS",77.23124066823318,77.49029614497958,180.0,50.49231079626304,
"Vredendal Superspar","Hot Foods","COMBO CHIKKA 10 PIECE CHIPS & DRINKS ",85.92164066823318,86.18069614497958,159.99,38.05375300535877,
"Vredendal Superspar","Hot Foods","PLATTER ",276.13868185015474,276.7106839064743,450.0,29.285047446123247,
"Vredendal Superspar","Hot Foods","COMBO C/BURGER,C/DRUMSTICK,HOTWINGS & CHIPS",25.661267383694106,25.744467682795136,49.9,40.66906245448015,
"Vredendal Superspar","Hot Foods","SOUS CIABATTA",52.916679992385305,53.97501359223301,0.0,0,
"Vredendal Superspar","Hot Foods","CIABATTA BACON & KAAS",14.236854407766991,14.26923941592233,24.99,34.33523277986924,
"Vredendal Superspar","Hot Foods","CIABATTA HAM & KAAS ",14.425860407766992,14.458245415922331,23.99,30.692029060814175,
"Vredendal Superspar","Hot Foods","HEALTH BOWL",18.173472222222223,13.620235666666666,29.99,47.77168717350228,
"Vredendal Superspar","Hot Foods","RECIPE BACON PIECES",88.80597014925372,90.5820895522388,0.0,0,
"Vredendal Superspar","Hot Foods","GROENTE GROENBONE",50.08575264864772,47.41369879142571,94.99,42.59842761328607,
"Vredendal Superspar","Hot Foods","GROENTE GROENBONE & BACON",27.6532394438813,23.998255486734948,49.99,44.792970974704566,
"Vredendal Superspar","Hot Foods","SLAAI BACON & PERSKE",33.85953867580319,29.468544961555036,79.99,57.63367082661796,
"Vredendal Superspar","Hot Foods","PIZZA SLICE MEATY",16.98793213161475,17.01661645997296,34.99,44.072280854618754,
"Vredendal Superspar","Hot Foods","BACON & CHEESE ROLL",5.360612513622364,5.507939689267945,10.99,42.364598337960544,
"Vredendal Superspar","Hot Foods","COMBO BACON&CHEESE ROLL,HENLEG & SALAD",213.15970487379784,213.58063966135663,139.99,-75.45377213412394,
"Vredendal Superspar","Hot Foods","RECIPE BACON STREAKY",136.6887417218543,139.4225165562914,0.0,0,
"Vredendal Superspar","Hot Foods","ONTBYT ",12.092452496688741,12.176106006622517,21.99,36.323229160455234,
"Vredendal Superspar","Hot Foods","TOAST BACON,EGG & CHEESE",14.139131076158943,14.320380347682121,29.99,45.08690430198586,
"Vredendal Superspar","Hot Foods","TOEBROODJIE BACON  & EIER",7.792813997792495,7.848583004415011,19.99,54.84807176049392,
"Vredendal Superspar","Hot Foods","TOEBROODJIE BACON EIER & KAAS",10.586792331125828,10.642561337748344,24.99,51.0246276974366,
"Vredendal Superspar","Hot Foods","TOAST SPEK & EIER",10.434990662251657,10.54652867549669,21.99,44.845347990808584,
"Vredendal Superspar","Hot Foods","RECIPE CHICKEN MAYO FOR TRAMAZZINI",68.06007889451587,70.11839305518765,0.0,0,
"Vredendal Superspar","Hot Foods","TRAMAZINI CHICKEN MAYO",13.280680347573911,12.787010682268214,22.99,36.03713664807114,
"Vredendal Superspar","Hot Foods","C/MAYO PANNEKOEK",9.702455192004287,9.547244922477484,16.0,31.37917711969309,
"Vredendal Superspar","Hot Foods","TOAST ROER EIER,TOMATO,BACON ",8.065543376379692,7.765155702185432,14.99,40.42742456628922,
"Vredendal Superspar","Hot Foods","BREAKFAST BUN",8.951448265268581,8.724960288852099,15.99,37.25012925465971,
"Vredendal Superspar","Hot Foods","BACON & MUSHROOM OMELETE",34.89462862346264,33.62345402242195,70.0,44.76146839173537,
"Vredendal Superspar","Hot Foods","GROENTE BAKED CREAMY BUTTERNUT",36.54798588744589,35.19419480519481,49.99,19.037159379927925,
"Vredendal Superspar","Hot Foods","GROENTE PAMPOEN",19.185371176470586,15.698759999999998,49.99,63.88562912582517,
"Vredendal Superspar","Hot Foods","BACON,FILLET ,VRG & SALAD",25.505150710548612,24.57740895402688,64.99,56.510201112277414,
"Vredendal Superspar","Hot Foods","PENSIOENARIS ETE",33.976543643613994,32.909640623613996,60.0,36.92318880473985,
"Vredendal Superspar","Hot Foods","CUT THIGHS",66.92925847457627,68.2678436440678,119.99,34.57119744088844,
"Vredendal Superspar","Hot Foods","COMBO CUT THIGH,DRUMSTICK & CHIPS",11.99110368296119,12.100332232791699,37.9,63.28395232794075,
"Vredendal Superspar","Hot Foods","CHAKALAKA THIGH",75.05842812709031,75.9761668896321,144.99,39.7388841140238,
"Vredendal Superspar","Hot Foods","COMBO CHAKALAKA THIGH & CHIPS",24.291502623430418,24.508676324198305,49.9,43.51707861156704,
"Vredendal Superspar","Hot Foods","RECIPE CHICKEN FILLET VIR GATSBY",76.34873529411763,77.87570999999998,0.0,0,
"Vredendal Superspar","Hot Foods","GATSBY BBQ CHICKEN ",43.871785589040435,44.18328842904044,79.99,36.478582706092624,
"Vredendal Superspar","Hot Foods","STEW CHICKEN BUTTERNUT & CARROT ",38.755829683698295,37.71495527737227,62.99,31.144310892239872,
"Vredendal Superspar","Hot Foods","STEW CHICKEN & BROCCOLLI",52.32500043055306,47.55455263916413,84.99,35.653917478481304,
"Vredendal Superspar","Hot Foods","BRISKET",56.01988419117648,57.14028187500001,0.0,0,
"Vredendal Superspar","Hot Foods","STEW BEEF TAMATIE",40.743912760711794,35.227712215926026,89.99,54.98181014744424,
"Vredendal Superspar","Hot Foods","PASTA BILTONG ",67.53875460947657,67.35304930166609,132.99,41.758021883663446,
"Vredendal Superspar","Hot Foods","STEW BILTONG POTJIE",80.39765819799098,80.1820281619508,142.99,35.513439830587174,
"Vredendal Superspar","Hot Foods","PANINNI BBQ CHICKEN ",5.314493333333333,3.766146,0.0,0,
"Vredendal Superspar","Hot Foods","SLAAI GRIEKSE PASTA",30.368660767910768,27.062293983268983,79.99,61.09308903518023,
"Vredendal Superspar","Hot Foods","L/CHOP,SLAAI,AARTAPPEL & PATAT",64.45149616181452,64.11424674978105,100.0,26.2686162377518,
"Vredendal Superspar","Hot Foods","SLAAI GROENTE PIEKEL ",25.85858550779251,22.46201721794836,79.99,67.70681360089935,
"Vredendal Superspar","Hot Foods","SLAAI KERRIE BEET ",24.385968173258004,19.713541536723163,79.99,71.65824132112559,
