"Store","Department","Recipe Name","Old Price","New Price","Selling","New GP"
"Springbok Superspar","Hot Foods","EISBEIN",71.3267584215592,72.75329358999039,119.99,30.27228299984253,
"Springbok Superspar","Beantree","MEV BURGER GROENVYE",50.0,51.0,70.0,16.214285714285726,
"Springbok Superspar","Beantree","MEV BURGER TAMATIE KONFYT",50.0,51.0,70.0,16.214285714285726,
"Springbok Superspar","Beantree","MEV BURGER BLOUBESSIE KONFYT",50.0,51.0,70.0,16.214285714285726,
"Vredendal Superspar","Slaghuis","FH ground beef ",77.34982215568861,72.5413005988024,124.99,33.256663982220374,
"Vredendal Superspar","Slaghuis","FH  wors dhania ",85.52770348258704,80.8444895522388,129.99,28.4782191052584,
"Vredendal Superspar","Slaghuis","FH  Burgers dhania ",76.23570348258706,70.82808955223881,119.99,32.11742396443485,
"Vredendal Superspar","Slaghuis","CROWN burger beef ",86.4399,81.99576,139.99,32.64152868062005,
"Springbok Superspar","Hot Foods","S/CHEF MINI PIZZA HAWAIIN",14.381455882352942,14.669085,39.99,57.81583458364591,
"Springbok Superspar","Hot Foods","S/CHEF MINI REGINA",13.761949999999999,14.037188999999998,34.99,53.8646260360103,
"Springbok Superspar","Hot Foods","GAMMON SONDER SOUS",103.4049,104.5908,159.99,24.82066379148698,
"Springbok Superspar","Hot Foods","COMBO BOUD,GAMMON & TONG",75.37738770998357,75.61931130998357,109.99,20.936259654076643,
"Vredendal Superspar","Slaghuis","FH  Burger rustler  pepper ",89.31099999999999,83.85318000000001,139.99,31.115681834416748,
"Vredendal Superspar","Slaghuis","CROWN  Kassegriller",81.54309459459459,65.1520864864865,129.99,42.36102818719943,
"Vredendal Superspar","Slaghuis","CROWN Plaaswors ncs Vredendal",98.92312839879153,93.89368096676738,149.99,28.010045261829138,
"Vredendal Superspar","Slaghuis","FH  JELAPINO WORS",84.27474117647058,80.46672000000001,129.99,28.812425571197785,
"Vredendal Superspar","Slaghuis","Burgers Pork 6 gun",82.30879999999999,77.73522,129.99,31.22893837987538,
"Vredendal Superspar","Slaghuis","SPAR  burger beef",85.8963,81.21444,134.99,30.812203866953126,
"Vredendal Superspar","Slaghuis","SPAR  burger cheese",91.88050000000001,87.77202000000001,139.99,27.89640474319594,
"Vredendal Superspar","Slaghuis","SPAR burger chargrill",86.13929999999999,81.4623,134.0,30.08832462686568,
"Vredendal Superspar","Slaghuis","SPAR  B/wors grabouw",87.93213636363636,83.8273090909091,129.99,25.839368063277597,
"Vredendal Superspar","Slaghuis","SPAR  B/wors oukrans",97.8101515151515,94.53885454545454,119.99,9.39271378675497,
"Vredendal Superspar","Slaghuis","SPAR  B/wors rooiberg",98.58483333333332,94.16980000000001,149.99,27.798339889325952,
"Vredendal Superspar","Slaghuis","SPAR  pork sausage",72.22216666666665,67.52467999999999,109.99,29.39959814528595,
"Vredendal Superspar","Slaghuis","CROWN B/wors Pork",68.63008556149732,64.41512727272728,119.99,38.26369167127564,
"Vredendal Superspar","Slaghuis","SPAR farmhouse wors",83.65625999999999,79.1874552,124.99,27.14171255300424,
"Springbok Superspar","Bakkery","topping koffiekoek tert",2.2772222222222225,2.322766666666667,0.0,0,
"Springbok Superspar","Bakkery","REGTE KOFFIE KOEK TERT FINAAL",19.4428537226,19.489309055933333,64.99,65.51360914860234,
"Springbok Superspar","Bakkery","KOEK CHOC GRANACH ",29.204251266666674,29.222833400000006,89.99,62.65556349594399,
"Springbok Superspar","Bakkery","GEKLOPTE ROOM",4.099,4.18098,0.0,0,
"Springbok Superspar","Bakkery","REGTE KOFFIE KOEK TERT FINAAL",19.489309055933333,19.572928655933335,64.99,65.36564401550494,
"Vredendal Superspar","Slaghuis","FH oukraal griller",70.62343999999999,64.89386879999999,109.99,32.15024173106647,
"Vredendal Superspar","Slaghuis","FH Hero braai",66.02645482866043,60.20494392523364,99.99,30.75739022500381,
"Vredendal Superspar","Slaghuis","FH Kameelhout",96.3341212121212,91.11876363636364,144.99,27.72841010978815,
"Vredendal Superspar","Slaghuis","FH Pork with lemon",65.18459259259258,59.34624444444444,99.99,31.744993388227723,
"Springbok Superspar","Deli","SWARTLAND HAM & TONG",14.253,14.53806,22.0,24.00559545454547,
"Vredendal Superspar","Slaghuis","Frikkadel",88.23334573002754,83.8560826446281,139.99,31.11329734886613,
"Vredendal Superspar","Slaghuis","Deli  dhynya wors",79.98816666666666,75.446,124.98,30.578572571611474,
"Springbok Superspar","Hot Foods","STEW BEEF GROENTE ",56.120116720348626,52.136488404888226,94.99,36.88076464299247,
"Springbok Superspar","Hot Foods","STEW BUTTER CURRY",84.53896569858713,85.12921601255889,169.99,42.40920147394393,
"Springbok Superspar","Fruit&Veg","STIRFRY MUSHROOM",45.6,46.512,0.0,0,
"Springbok Superspar","Deli","BRITOS HAM EN TONG HALWE",20.073333333333334,18.0285,52.99,60.874174372523115,
"Springbok Superspar","Sushi","VEG AND TOPPINGS",2.4829781250000003,3.3118008125000005,0.0,0,
"Springbok Superspar","Sushi","POKE BOWL ORIGINAL",9.77897059848855,10.624369739738551,0.0,0,
"Springbok Superspar","Sushi","POKE BOWL CC STRIPS",17.03751961045832,17.89982673453332,49.99,58.82216294316199,
"Springbok Superspar","Sushi","POKE BOWL CRAB",15.739590010458322,16.601897134533324,49.99,61.8079981902114,
"Springbok Superspar","Sushi","POKE BOWL FRIKKEDELL",18.151890010458324,19.014197134533322,49.99,56.258598310235406,
"Springbok Superspar","Sushi","POKE BOWL GAMMON",16.858632010458322,17.72093913453332,49.99,59.23368672791894,
"Springbok Superspar","Sushi","POKE BOWL GRILLED CHICK",17.55621001045832,18.41851713453332,49.99,57.62893637784894,
"Springbok Superspar","Sushi","POKE BOWL WESKUS VIS",14.074950010458323,14.937257134533322,49.99,65.63743607778892,
"Springbok Superspar","Sushi","Salmon Poke Bowl",43.55390189329136,44.39930103454137,69.99,27.047869424599842,
"Springbok Superspar","Sushi","POKE BOWL salmon",53.23681557750189,54.0822147187519,95.99,35.207264374867506,
"Springbok Superspar","Hot Foods","C/FILLET & BROC,BLOMKOOL",55.89235000000001,52.79729100000001,104.99,42.16888784646156,
"Vredendal Superspar","Slaghuis","FH Sosatie wors",77.49718181818182,72.90519545454546,119.99,30.126698247581235,
"Vredendal Superspar","Slaghuis","CROWN bacon burger wors",68.91,64.50632999999999,109.98,32.549300327332254,
"Vredendal Superspar","Slaghuis","BLOUBERG BOEREWORS",101.48985630498532,98.66343343108504,154.99,26.793374768857486,
"Vredendal Superspar","Slaghuis","PRS Outydse boerewors",99.78120577617328,94.63478989169676,149.99,27.441823871290577,
"Vredendal Superspar","Slaghuis","FH  chakalaka wors",85.72925609756098,80.3018012195122,129.99,28.95832648477651,
"Vredendal Superspar","Slaghuis","FH Sweet chilli sausage",71.7355,66.02817,109.99,30.964273570324576,
"Vredendal Superspar","Slaghuis","Vredenda Spar PATTIES",79.27505944700462,77.00118663594472,132.99,33.41502020352176,
"Vredendal Superspar","Slaghuis","FH   BILTONG EN KAAS WORS",90.4853103448276,84.33289655172415,149.99,35.34046867492315,
"Vredendal Superspar","Slaghuis","SPAR Mzanzi braai",56.28321212121213,50.26683636363637,89.99,35.76301609269716,
"Springbok Superspar","Hot Foods","SLAAI CUCUMBER PICKLE",28.668796833333335,29.242172770000003,79.99,57.95912153331666,
"Vredendal Superspar","Slaghuis","hoender chops",53.836,49.310880000000004,99.99,43.286816681668164,
"Springbok Superspar","Bakkery","HOTCROSS BUNS",1.0671820104166665,1.0885256506249998,0.0,0,
"Springbok Superspar","Bakkery","HOT CROSS BUN 6",7.846718729166666,6.661776981824999,19.99,61.67562016458854,
"Vredendal Superspar","Slaghuis","FH Nyama supreme babbelas",79.45704132231405,73.90414214876034,119.99,29.1692945486504,
"Springbok Superspar","Fruit&Veg","ROAST VEG",19.918091406249992,19.437621234374994,39.99,44.102864667338736,
"Springbok Superspar","Deli","BRITO'S CHEESE RUSSIAN",30.8,31.416,52.0,30.52230769230769,
"Vredendal Superspar","Slaghuis","Beef en Volstruis mince",76.70640000000003,72.4098,109.99,24.2919629057187,
"Vredendal Superspar","Slaghuis","crown cooked salami",66.03220516504854,24.62072038834951,149.99,81.12285589265822,
"Springbok Superspar","Hot Foods","PEPPER PATTIE",125.89083333333335,64.20432500000001,0.0,0,
"Springbok Superspar","Hot Foods","PEPPER BURGER",11.223522541178355,7.448308231178358,25.99,67.04288393283913,
"Springbok Superspar","Hot Foods","PIZZA BREAD",8.421380666666666,7.93705928,20.0,54.36190914000001,
"Springbok Superspar","Bakkery","CHIPKINS DARK MOIST CAKE SLICE",12.214746458333334,11.3333421875,22.99,43.3086406453893,
"Springbok Superspar","Bakkery","CHOC MOUSSE TOPPING",12.886800000000001,13.144536,0.0,0,
"Springbok Superspar","Bakkery","ROYALTY MOUSSE CAKE",32.342806,32.60569672,99.99,62.49969874187419,
"Springbok Superspar","Bakkery","VANILLA SPONGE CAKE BASE",9.16931111111111,9.352697333333332,0.0,0,
"Springbok Superspar","Bakkery","S/BERRY GANACH CAKE",25.701333476333335,25.888387422999998,69.99,57.46300109094157,
"Springbok Superspar","Bakkery","REGTE BUTTERCREAM CHOC/VANILLA KOEKE",20.477217591533336,20.664271538199998,44.99,47.17956819531008,
"Springbok Superspar","Bakkery","CHOC GANACH",1.7116,1.745832,19.99,89.95644422211106,
"Springbok Superspar","Bakkery","S/BERRY GANACH CAKE",25.888387422999998,25.8894349222,69.99,57.461279953521924,
"Springbok Superspar","Bakkery","X PEPPERMINT GANACH SLICE",4.098065807714287,4.099156952714287,26.99,82.53415896398137,
"Springbok Superspar","Bakkery","X PEPPERMINT GANACH KOEK",32.78452646171429,32.793255621714295,199.99,81.14293516427252,
"Springbok Superspar","Bakkery","X CARAMEL GANACH SLICE",3.2628737558933336,3.263964900893334,29.99,87.48396253408691,
"Springbok Superspar","Bakkery","CONFEC CREAM HORNS",6.717407615253333,6.717582198453333,21.99,64.8693973250508,
"Springbok Superspar","Bakkery","CONFEC GRANACH BLOKKIE",1.7318759444444443,1.7367254777777776,9.99,80.00766467022578,
"Springbok Superspar","Bakkery","KOEK CHOC GRANACH ",29.222833400000006,29.273462528000003,89.99,62.59086353239248,
"Springbok Superspar","Bakkery","CHOC BUNDT CAKE",24.388550833333326,21.175803398,59.99,59.40627786681114,
"Springbok Superspar","Bakkery","CHOC CHIP BUN",3.0908970784000003,3.0926429104,19.99,82.20840746893447,
"Springbok Superspar","Bakkery","CONFEC CARAMELTREAT CUP",4.388819390476191,3.274411511085715,8.99,58.113757088447485,
"Springbok Superspar","Hot Foods","RECIPE PANNEKOEK",2.829415675,2.8860039884999997,0.0,0,
"Springbok Superspar","Hot Foods","C/MAYO PANNEKOEK",3.175415675,2.94372406827,7.0,51.63881887842143,
"Springbok Superspar","Bakkery","SUGAR SHEET",22.0,0.0,0.0,0,
"Springbok Superspar","Bakkery","VICTORIA SPONGE BASE",23.825000000000003,24.301500000000004,0.0,0,
"Springbok Superspar","Bakkery","X PEPPERMINT GANACH SLICE",4.099156952714287,4.159910702714287,26.99,82.27529711700102,
"Springbok Superspar","Bakkery","X PEPPERMINT GANACH KOEK",32.793255621714295,33.279285621714294,199.99,80.86345394021129,
"Springbok Superspar","Bakkery","X CARAMEL GANACH SLICE",3.263964900893334,3.324718650893334,29.99,87.25099550341002,
"Springbok Superspar","Bakkery","KOEK CHOC MOUSSE CAKE",41.92141706528651,42.40744706528651,89.99,45.80668504825037,
"Springbok Superspar","Bakkery","KOEKE SPECIALITY 2LAE",108.64185699000001,109.61391699,250.0,49.5775981846,
"Springbok Superspar","Bakkery","KOEK CHOC GRANACH ",29.273462528000003,29.759492528000006,89.99,61.969756187131885,
"Springbok Superspar","Bakkery","3 LAAG SPECIALITY CAKE",84.4462855302,85.90437553020001,350.0,71.77427661150571,
"Springbok Superspar","Deli","F/STALL SANDWICH HAM",41.81333333333333,42.5646,69.99,30.06245177882555,
"Springbok Superspar","Deli","F/STALL COOKED HAM",41.81333333333333,42.5646,69.99,30.06245177882555,
"Springbok Superspar","Deli","F/STALL SMOKED HAM",41.81333333333333,42.5646,69.99,30.06245177882555,
"Springbok Superspar","Deli","F/STALL POLONY",23.923333333333332,24.3168,39.99,30.07171792948238,
"Springbok Superspar","Bakkery","DATE ORANGE LOAF",14.40447214942529,12.659062392413794,24.99,41.74501099929627,
"Springbok Superspar","Bakkery","SAVOURY BUN",9.1924115625,9.37625979375,15.99,32.56598647396811,
"Springbok Superspar","Bakkery","ROSYNTJIE BUNS",7.1003091666666664,4.882416149999999,17.99,68.7894465119511,
"Vredendal Superspar","Slaghuis","Hotcross braai",90.29533333333333,84.95920000000001,149.99,34.860270684712305,
"Port Nolloth Spar","Bakkery","BUNS COCKTAIL BUNS LOOSE",1.0915954166666668,0.6152321250000001,1.99,64.4463847361809,
"Port Nolloth Spar","Bakkery","BUNS JUMBO",3.4437641666666674,1.4997442500000002,6.49,73.42517892912173,
"Port Nolloth Spar","Bakkery","CRISPY MIX",0.7212087719298247,0.7356329473684212,2.6,67.46238886639675,
"Port Nolloth Spar","Bakkery","BUNS PRE PACK GARLIC",4.7020526315789475,4.502073637894737,14.99,65.46107616024717,
"Port Nolloth Spar","Bakkery","GARLIC CRISPY NEW",3.764208771929825,3.85420560631579,0.0,0,
"Port Nolloth Spar","Bakkery","BUNS PORTUGESE LOOSE",1.3164402500000003,0.7219698550000001,2.4,65.40561111458332,
"Port Nolloth Spar","Bakkery","BUNS CHEESE LOOSE",1.6326550000000002,1.0445089,2.9,58.57981948275862,
"Port Nolloth Spar","Bakkery","BUNS PANINI BUNS",3.0221588304093574,2.4618028070175444,5.49,48.43218163806601,
"Port Nolloth Spar","Bakkery","BUNS PANINI 4'S",14.190661988304095,10.044155452631582,22.99,49.7573781186328,
"Port Nolloth Spar","Bakkery","BROOD CIABATTA",10.61286925925926,10.195759444444445,18.99,38.2563277455971,
"Port Nolloth Spar","Bakkery","BUN SEEDED LOOSE",1.733775,1.1476513000000002,3.3,60.006091060606046,
"Port Nolloth Spar","Bakkery","BUNS CRISPY LOOSE",1.2937750000000001,0.6988513000000002,2.4,66.51337520833331,
"Port Nolloth Spar","Bakkery","mama sub",15.471581666666665,14.603371926,24.99,32.797608183673475,
"Port Nolloth Spar","Bakkery","X BUN HOTDOG LOOSE",1.0363838383838384,1.0571115151515151,0.0,0,
"Port Nolloth Spar","Bakkery","BUNS PRE PACK HOTDOG",6.706729696969697,6.469522472727273,12.99,42.72555162712576,
"Port Nolloth Spar","Bakkery","X BUNS BULK HOTDOG 50'S",55.64781858585859,53.91268727272727,120.0,48.3336746969697,
"Port Nolloth Spar","Bakkery","BUNS CINNAMON 1'S",2.551899166666667,1.7336659500000002,5.99,66.7159291736227,
"Port Nolloth Spar","Bakkery","BUNS CREAM 6'S",18.3336,17.2617048,30.99,35.94398025169409,
"Port Nolloth Spar","Bakkery","BUNS CUSTARD 6'S",14.282946666666668,13.0338864,26.99,44.46473004816599,
"Port Nolloth Spar","Bakkery","X BROOD ROSYNTJIE",7.831210666666668,7.417015680000001,14.49,41.13479619047619,
"Port Nolloth Spar","Bakkery","BROOD OU JOE",8.413010666666668,8.08307568,15.99,41.86656015009381,
"Port Nolloth Spar","Bakkery","BROOD OUMA SMALL",5.651421403508772,5.266254631578948,10.99,44.89360485608926,
"Port Nolloth Spar","Bakkery","BROOD OUPA ",6.045514666666667,5.59560576,9.99,35.58611987987989,
"Port Nolloth Spar","Bakkery","BROOD EUREKA BRUIN",7.862017916666667,7.4484390750000005,15.99,46.430863438086305,
"Port Nolloth Spar","Bakkery","BROOD EUREKA WIT",9.623267916666666,9.244914075,15.99,33.510624226078804,
"Port Nolloth Spar","Bakkery","BROOD OUMA ROSYNTJIE",6.439745714285715,5.99772142857143,11.99,42.47389789109972,
"Port Nolloth Spar","Bakkery","BROOD OUMA LARGE",9.422981212121213,9.040621636363637,15.99,34.979894422650524,
"Port Nolloth Spar","Bakkery","BROOD MOSBOLLETJIE",13.117626666666668,12.809160000000002,23.99,38.59719049604001,
"Port Nolloth Spar","Bakkery","SAVOURY BACON & CHEESE BREAD",15.450925,14.922727499999999,26.99,36.41668534642461,
"Port Nolloth Spar","Bakkery","SAVOURY SPANASIE & FETA BREAD",15.804151666666668,15.035947500000002,28.99,40.35412340462228,
"Port Nolloth Spar","Bakkery","BUNS PRE PACK PORTUGEES",5.693426666666666,3.7943999999999996,14.99,70.89019346230822,
"Port Nolloth Spar","Bakkery","BUNS PRE PACK CRISPY",5.573426666666666,3.6719999999999997,14.99,71.8292194796531,
"Port Nolloth Spar","Bakkery","BUNS PRE PACK CHEESE",7.253426666666667,5.3856,16.99,63.54655679811654,
"Port Nolloth Spar","Bakkery","BUNS PRE PACK SEEDED",8.213426666666667,6.3648,18.99,61.455924170616115,
"Port Nolloth Spar","Bakkery","BUNS PRE PACK HAMBURGER",6.833426666666667,4.9572,15.99,64.34784240150094,
"Port Nolloth Spar","Bakkery","BREAD 100% ROG",17.967626666666668,17.75616,34.99,41.64165761646185,
"Port Nolloth Spar","Bakkery","BREAD 50% ROG",10.276626666666667,9.911340000000001,19.99,42.981285642821405,
"Port Nolloth Spar","Bakkery","SAVOURY PARTY WHEEL CHAKALAKA",27.294109999999996,27.210625,49.99,37.40304310862172,
"Port Nolloth Spar","Bakkery","SAVOURY SPINASIE & FETA LOAF",5.265500196078433,4.872615000000001,10.99,49.01267288444039,
"Port Nolloth Spar","Bakkery","SAVOURY CHEESE STICK",11.462865442176868,11.121303551020405,18.99,32.65140029661155,
"Port Nolloth Spar","Bakkery","SAVOURY FOCACIA ",24.522745416666663,24.383833125,39.99,29.87894950300076,
"Port Nolloth Spar","Bakkery","SAVOURY ITALIANO MINI PIZZA",15.877223541666666,15.6965728125,25.99,30.546137997787614,
"Port Nolloth Spar","Bakkery","SAVOURY PINWHEELS",9.593064166666666,8.25020625,17.99,47.2610495414119,
"Port Nolloth Spar","Bakkery","POEDING MALVA",15.792905138888889,10.495880041666666,31.99,62.268640050276126,
"Port Nolloth Spar","Bakkery","POEDING TIPSY",13.268605679012346,7.921094592592593,26.99,66.24950432944988,
"Port Nolloth Spar","Bakkery","POEDING MALVA MELKTERT",8.688006732026142,6.983307666666666,17.99,55.359623031313696,
"Port Nolloth Spar","Bakkery","MELK PAP",17.046321428571428,17.387247857142857,0.0,0,
"Port Nolloth Spar","Bakkery","BROOD PIESANGBROOD",10.65304148148148,8.57148311111111,18.99,48.09265098589901,
"Port Nolloth Spar","Bakkery","CUP YOGHURT 4'S",6.737646666666667,3.7019404,17.99,76.33556720400223,
"Port Nolloth Spar","Bakkery","CUP JELLY & VLA ",4.389996666666667,1.3821510000000001,9.99,84.08935285285285,
"Port Nolloth Spar","Bakkery","CUP TRIFFEL",4.8634699999999995,1.8650937999999997,9.99,78.52995125125126,
"Port Nolloth Spar","Bakkery","CUP 350ML MALVA, VLA & FRUIT C/TAIL",7.600239523809524,4.809161571428572,15.99,65.41253403913161,
"Port Nolloth Spar","Bakkery","CUP PASSIONFRUIT ",14.042401839080458,11.227604275862067,23.99,46.178637277026354,
"Port Nolloth Spar","Bakkery","CUP MALVA 3'S",12.693904305555554,10.469848791666665,25.99,53.67323543510325,
"Port Nolloth Spar","Bakkery","CUP 250ML MAMA'S FRUIT C/TAIL",18.01514,15.951100000000002,32.99,44.39598363140346,
"Port Nolloth Spar","Bakkery","CUP SWISS POEDING",17.106563333333334,15.237593,26.99,35.07509466469063,
"Port Nolloth Spar","Bakkery","CUP ROCKY RAINBOW",9.65106081300813,6.748436429268292,16.99,54.32194294491739,
"Port Nolloth Spar","Bakkery","CUP CREMORA",15.44110260651629,12.806841915789473,24.99,41.06495316863588,
"Port Nolloth Spar","Bakkery","CUP MELK TERT",7.717454303030303,4.7761577890909095,16.99,67.67168065065012,
"Port Nolloth Spar","Bakkery","CUP PEPPERMINT ",17.13599351766513,14.535630645161289,29.99,44.26150302789102,
"Port Nolloth Spar","Bakkery","CUP YOGHURT",10.293653333333333,7.4038808,20.99,59.43562210576465,
"Port Nolloth Spar","Bakkery","CUP  Malva & Vla",8.086891111111111,5.152983333333333,16.99,65.12106631351776,
"Port Nolloth Spar","Bakkery","CUP TIPSY & VLA",7.559113333333333,4.61465,15.99,66.81146028767981,
"Port Nolloth Spar","Bakkery","CUP 500ML LEMOEN & VLA ",9.406746666666667,7.38378,18.99,55.285165876777256,
"Port Nolloth Spar","Bakkery","CUP LEMOEN POEDING",25.084946666666667,22.491,0.0,0,
"Port Nolloth Spar","Bakkery","SAVOURY PANINI SAVOURY",7.544371403508772,7.124439631578948,13.99,41.435985873368196,
"Port Nolloth Spar","Bakkery","SAVOURY MAMA'S SUB",7.037539166666667,6.60747075,13.49,43.67241391771684,
"Port Nolloth Spar","Bakkery","BREAD SPAR WITBROOD",8.153940106666667,7.8072739088,13.49,33.444292104373616,
"Port Nolloth Spar","Bakkery","BREAD SPAR BRUIN",8.23977344,7.894823908800001,12.49,27.3094676131305,
"Port Nolloth Spar","Bakkery","BREAD KNOFFEL",15.856580784313724,13.506793199999999,25.99,40.235428318584084,
"Port Nolloth Spar","Bakkery","BREAD CHOC CHIP",9.885468666666666,8.548458839999999,18.99,48.232081800947874,
"Port Nolloth Spar","Bakkery","BUNS BROTCHEN LOOSE",1.3298354385964914,0.7356329473684212,2.4,64.75092127192981,
"Port Nolloth Spar","Bakkery","BUNS PRE PACK BROTCHEN",4.815679298245614,4.413797684210527,13.99,63.71788894323013,
"Port Nolloth Spar","Bakkery","BREAD FRANSE BROOD",3.5810531372549024,3.081855,6.99,49.297092274678114,
"Port Nolloth Spar","Bakkery","PASTRY DEEG",4.607783544303798,3.2815272151898744,8.99,58.02273306486813,
"Port Nolloth Spar","Bakkery","TERT MELK TERT",12.988916666666665,9.567793799999999,26.99,59.23318684698037,
"Port Nolloth Spar","Bakkery","TERT CREMORA",25.498968205128207,22.328046369230773,42.99,40.27156705137152,
"Port Nolloth Spar","Bakkery","TERT CHOC CARAMEL TOFFEE",36.50099128205129,32.131697907692306,62.99,41.33758915090308,
"Port Nolloth Spar","Bakkery","TERT MARSHMALLOW",20.052856666666663,16.773012599999998,35.99,46.40465548763547,
"Port Nolloth Spar","Bakkery","TERT SUURLEMOEN YOGHURT ",21.040565555555553,16.362063666666664,38.99,51.74051496110115,
"Port Nolloth Spar","Bakkery","TERT RUM & RAISIN",27.80984098765432,24.685136607407404,49.99,43.2128283686367,
"Port Nolloth Spar","Bakkery","POEDING LEMOENSTROOP ",19.685885,17.1342235,30.99,36.41704735398515,
"Port Nolloth Spar","Bakkery","TERT CARAMEL PIESANG ",58.56621666666667,54.6382278,95.99,34.541137649755186,
"Port Nolloth Spar","Bakkery","TERT STRAWBERRY YOGHURT",14.308043333333332,10.913302999999999,25.99,51.711048672566385,
"Port Nolloth Spar","Bakkery","TERT GRANADELLA YSKAS TERT",16.662551666666666,13.3149015,32.99,53.58552068808731,
"Port Nolloth Spar","Bakkery","TERT SUURLEMOEN ",11.838369523809524,8.394235714285715,24.99,61.37106413994169,
"Port Nolloth Spar","Bakkery","TERT BRANDY",15.033711111111108,11.65348413333333,29.99,55.31341529398689,
"Port Nolloth Spar","Bakkery","BREAD BEAN TREE LARGE EUREKA",24.116,24.1434,45.99,39.6283757338552,
"Port Nolloth Spar","Bakkery","FILLING ROOM GEKLOP",54.09782468646865,50.97980198019802,99.99,41.3673644592182,
"Port Nolloth Spar","Bakkery","CUP 500ml Lemoen & vla",9.406746666666667,7.38378,18.99,55.285165876777256,
"Port Nolloth Spar","Bakkery","CUP Lemoen & vla",8.638946666666666,5.71608,17.49,62.41571183533448,
"Port Nolloth Spar","Bakkery","KOEK CARAMEL FLAN ",25.367626666666663,21.775571999999997,59.99,58.256529754959175,
"Port Nolloth Spar","Bakkery","KOEK PASSIONFRUIT LEMOEN ",37.189243764705886,33.83362144,69.99,44.4082516702386,
"Port Nolloth Spar","Bakkery","LOAF LEMOEN",10.00649546875,7.912006178125,18.99,52.08632382915349,
"Port Nolloth Spar","Bakkery","KOEK VANILLA BUTTERCREAM ",17.064424814814814,13.30630611111111,32.99,53.61548339564178,
"Port Nolloth Spar","Bakkery","KOEK CHOC BUTTERCREAM ",28.90921185185185,25.387988888888888,52.99,44.902458535153386,
"Port Nolloth Spar","Bakkery","KOEK WORTEL ORIGINAL",812.3381,828.584862,0.0,0,
"Port Nolloth Spar","Bakkery","WORTEL RING",37.477947500000006,35.214856635,54.99,26.355546226132038,
"Port Nolloth Spar","Bakkery","LOAF WORTEL",17.189409479166667,15.497511238125,34.99,49.065053089900694,
"Port Nolloth Spar","Bakkery","KOEK VANILLA FAMILY CAKE ",52.25771,45.789925,99.99,47.3363198819882,
"Port Nolloth Spar","Bakkery","KOEK CHOC FAMILY CAKE ",56.6175112,50.691842224000006,105.99,44.99894465742051,
"Port Nolloth Spar","Bakkery","KOEK FAMILY CAKE MET PRENT",86.71713786666666,75.34927906848,179.99,51.85750823448415,
"Port Nolloth Spar","Bakkery","KOEK ROYALTY ",26.32462962962963,26.851122222222223,64.99,52.48685866201638,
"Port Nolloth Spar","Bakkery","ROYALTY MOUSSE CAKE",49.68513407407408,41.168118,99.99,52.6519294929493,
"Port Nolloth Spar","Bakkery","KOEK KOFFIE KOEK TERT ",13.23359475308642,13.498266648148148,45.99,66.24699577001442,
"Port Nolloth Spar","Bakkery","KOFFIE KOEK TERT FINAAL",53.44609364197532,51.56710864777778,75.99,21.960554092716873,
"Port Nolloth Spar","Bakkery","KOEK IMITATION CHOC ",29.341249999999995,29.928074999999996,69.99,50.82542327475355,
"Port Nolloth Spar","Bakkery","KOEK IMITATION STRAWBERRY ",33.32142666666667,29.888448,65.99,47.91375178057281,
"Port Nolloth Spar","Bakkery","CONFEC KLAPPERYS",10.237733333333333,9.6793172,16.99,34.4837270158917,
"Port Nolloth Spar","Bakkery","CONFEC MELKTERTJIE",6.18308,4.9928524,11.99,52.11192443703085,
"Port Nolloth Spar","Bakkery","CONFEC GATEAUX SLICE",15.980126666666669,14.985840000000001,26.99,36.14777324935161,
"Port Nolloth Spar","Bakkery","CONFEC SNOWBALLS",5.010988666666666,3.79731924,9.99,56.28711585585585,
"Port Nolloth Spar","Bakkery","CONFEC HERTZOGGIE",6.941903333333334,5.766852200000001,12.99,48.94626612779061,
"Port Nolloth Spar","Bakkery","CONFEC RICE CRISPY BLOKKIES",7.052206666666667,6.885,11.99,33.96371976647207,
"Port Nolloth Spar","Bakkery","CONFEC MINI CUSTARD DOUGHNUT",6.4605266666666665,5.275848000000001,11.99,49.397621351125935,
"Port Nolloth Spar","Bakkery","CONFEC CHOC ECLAIR PUFF",4.048723838383838,3.821447515151515,8.99,51.11607739238886,
"Port Nolloth Spar","Bakkery","CONFEC CREAM HORNS",15.630626666666666,14.629349999999999,12.49,-34.69777822257804,
"Port Nolloth Spar","Bakkery","CONFEC CUSTARD DOUGHNUT",9.55946,8.43676,17.99,46.06851584213452,
"Port Nolloth Spar","Bakkery","CONFEC MINI CREAM DOUGHNUT",6.211812666666667,5.02215972,12.99,55.53900170900693,
"Port Nolloth Spar","Bakkery","CONFEC CREAM DOUGHNUT",8.277636,7.129299519999999,15.99,48.72611352095061,
"Port Nolloth Spar","Bakkery","CONFEC MELTING MOMENTS",24.951580125786165,24.430992528301893,65.99,57.42439550303504,
"Port Nolloth Spar","Bakkery","CONFEC KOFFIE KOEKIES",3.864506666666667,3.6335460000000004,6.99,40.22063090128756,
"Port Nolloth Spar","Bakkery","CONFEC CHOC CHIP KOEKIES",2.7090211111111113,1.7435823333333333,5.99,66.52554785754035,
"Port Nolloth Spar","Bakkery","CONFEC GEMMER KOEKIES",1.903128142857143,0.9215715057142857,3.99,73.43841524883638,
